ocds-0c46vo-0005-40993_40993,relevance_1,-1,4361,put,1370
ocds-0c46vo-0005-40993_40993,relevance_2,-1,4361,put,1370
ocds-0c46vo-0005-41074_41074,relevance_1,0,2478,move,2012
ocds-0c46vo-0005-41203_41203,relevance_1,1,3780,move,2163
ocds-0c46vo-0005-41204_41204,relevance_1,0,3879,move,2412
ocds-0c46vo-0005-41205_41205,relevance_1,0,2412,move,3879
